,Наименование,Год,Регистрационный номер,"Возраст компании, лет",Дата ликвидации,Вид деятельности/отрасль,Форма собственности,Важная информация,"Коэффициент быстрой ликвидности, %","Коэффициент обеспеченности собственными оборотными средствами, %","Коэффициент оборачиваемости совокупных активов, %","Коэффициент текущей ликвидности, %","Оборачиваемость дебиторской задолженности, разы","Оборачиваемость кредиторской задолженности, разы","Рентабельность активов (ROA), %","Рентабельность капитала (ROE), %","Рентабельность продаж, %","Соотношение совокупного долга к капиталу, %",next_year_liqudation
9264,"ПРОГНОЗ, АО",2016,1025900756683.0,24.0,2021,Научные исследования и разработки в области естественных и технических наук прочие,16 - Частная собственность,Ликвидировано вследствие банкротства (18.08.2021).,0.1997,-0.7612,0.2165,0.5756,1.2,1.2,-0.3329,-3.1669,-0.043,-10.7175,0
9265,"ПРОГНОЗ, АО",2017,1025900756683.0,24.0,2021,Научные исследования и разработки в области естественных и технических наук прочие,16 - Частная собственность,Ликвидировано вследствие банкротства (18.08.2021).,0.2746,-0.5756,0.1226,0.6488,0.5,0.4,-0.0523,0.5128,0.0175,-3.8274,0
9266,"ПРОГНОЗ, АО",2018,1025900756683.0,24.0,2021,Научные исследования и разработки в области естественных и технических наук прочие,16 - Частная собственность,Ликвидировано вследствие банкротства (18.08.2021).,0.2717,-0.5547,,0.6556,,,-0.0623,0.3599,,-2.2888,0
9267,"ПРОГНОЗ, АО",2019,1025900756683.0,24.0,2021,Научные исследования и разработки в области естественных и технических наук прочие,16 - Частная собственность,Ликвидировано вследствие банкротства (18.08.2021).,0.2581,-0.5548,,0.655,,,-0.0939,0.3224,,-1.5657,0
9268,"ПРОГНОЗ, АО",2020,1025900756683.0,24.0,2021,Научные исследования и разработки в области естественных и технических наук прочие,16 - Частная собственность,Ликвидировано вследствие банкротства (18.08.2021).,0.0041,-240.5301,,0.0042,,,-0.8404,0.8114,,-0.561,1
9591,"ПСКОВКАБЕЛЬ, АО",2016,1026000959907.0,32.0,2021,Производство прочих проводов и кабелей для электронного и электрического оборудования,16 - Частная собственность,Ликвидировано вследствие банкротства (24.12.2021).,0.3202,-0.4535,0.8575,0.9777,3.1,3.8,-0.0283,-0.1586,0.09,2.3649,0
9592,"ПСКОВКАБЕЛЬ, АО",2017,1026000959907.0,32.0,2021,Производство прочих проводов и кабелей для электронного и электрического оборудования,16 - Частная собственность,Ликвидировано вследствие банкротства (24.12.2021).,0.2034,-0.6664,1.1534,0.6384,6.5,2.0,-0.2128,-1.9371,0.0287,6.4029,0
9593,"ПСКОВКАБЕЛЬ, АО",2018,1026000959907.0,32.0,2021,Производство прочих проводов и кабелей для электронного и электрического оборудования,16 - Частная собственность,Ликвидировано вследствие банкротства (24.12.2021).,0.2926,-1.6889,2.1008,0.3819,8.1,2.0,-0.2759,2.0686,-0.1152,-0.1111,0
9594,"ПСКОВКАБЕЛЬ, АО",2019,1026000959907.0,32.0,2021,Производство прочих проводов и кабелей для электронного и электрического оборудования,16 - Частная собственность,Ликвидировано вследствие банкротства (24.12.2021).,0.2671,-1.8722,0.004,0.3574,,,-0.0433,0.1227,-10.3321,-0.0982,0
9595,"ПСКОВКАБЕЛЬ, АО",2020,1026000959907.0,32.0,2021,Производство прочих проводов и кабелей для электронного и электрического оборудования,16 - Частная собственность,Ликвидировано вследствие банкротства (24.12.2021).,0.4505,-1.1816,0.0346,0.4715,0.1,,-0.3135,0.5139,-2.7515,-0.0581,1
4375,"ЗАВОД КРИСТАЛЛ, ООО",2016,1026102579975.0,25.0,2021,Производство прочего электрического оборудования,16 - Частная собственность,Ликвидировано вследствие банкротства (11.10.2021).,0.0255,0.2626,0.1518,1.2383,5.9,0.9,,,0.0094,28.1405,0
4376,"ЗАВОД КРИСТАЛЛ, ООО",2017,1026102579975.0,25.0,2021,Производство прочего электрического оборудования,16 - Частная собственность,Ликвидировано вследствие банкротства (11.10.2021).,0.0393,0.252,0.097,1.25,5.1,0.6,-0.0059,-0.4913,0.0175,46.8741,0
4377,"ЗАВОД КРИСТАЛЛ, ООО",2018,1026102579975.0,25.0,2021,Производство прочего электрического оборудования,16 - Частная собственность,Ликвидировано вследствие банкротства (11.10.2021).,0.0265,0.1524,0.0457,1.2197,2.8,0.2,-0.0516,2.9374,-0.3904,-10.5631,0
4378,"ЗАВОД КРИСТАЛЛ, ООО",2019,1026102579975.0,25.0,2021,Производство прочего электрического оборудования,16 - Частная собственность,Ликвидировано вследствие банкротства (11.10.2021).,0.281,-0.0265,0.0591,1.0168,2.8,0.3,-0.0914,0.9083,-0.4321,-3.0629,0
4379,"ЗАВОД КРИСТАЛЛ, ООО",2020,1026102579975.0,25.0,2021,Производство прочего электрического оборудования,16 - Частная собственность,Ликвидировано вследствие банкротства (11.10.2021).,0.078,-10.2467,0.0232,0.078,0.4,0.1,-1.0779,1.1608,-1.2359,-0.472,1
10396,"РОСТОВШАХТОСТРОЙ, ОАО",2016,1026102771078.0,23.0,2021,"Строительство прочих инженерных сооружений, не включенных в другие группировки",16 - Частная собственность,Ликвидировано вследствие банкротства (28.12.2021).,0.0502,-2.9788,0.7253,0.2542,7.8,0.7,-0.4727,4.9259,-0.5582,-0.016,0
10397,"РОСТОВШАХТОСТРОЙ, ОАО",2017,1026102771078.0,23.0,2021,"Строительство прочих инженерных сооружений, не включенных в другие группировки",16 - Частная собственность,Ликвидировано вследствие банкротства (28.12.2021).,0.067,-2.595,0.0268,0.2816,0.4,0.0,-0.0609,0.1935,-1.4729,-0.015,0
10398,"РОСТОВШАХТОСТРОЙ, ОАО",2018,1026102771078.0,23.0,2021,"Строительство прочих инженерных сооружений, не включенных в другие группировки",16 - Частная собственность,Ликвидировано вследствие банкротства (28.12.2021).,0.0386,-3.2475,0.0225,0.2381,0.3,,-0.1685,0.4146,-0.8563,-0.0098,0
10399,"РОСТОВШАХТОСТРОЙ, ОАО",2019,1026102771078.0,23.0,2021,"Строительство прочих инженерных сооружений, не включенных в другие группировки",16 - Частная собственность,Ликвидировано вследствие банкротства (28.12.2021).,0.0184,-53.2187,0.0345,0.0184,0.5,,-0.9428,0.4332,-1.14,,0
10400,"РОСТОВШАХТОСТРОЙ, ОАО",2020,1026102771078.0,23.0,2021,"Строительство прочих инженерных сооружений, не включенных в другие группировки",16 - Частная собственность,Ликвидировано вследствие банкротства (28.12.2021).,0.0117,-84.3956,0.079,0.0117,0.5,,-1.2672,0.0907,-1.8588,,1
12238,"СРЗ, АО",2016,1026300899470.0,32.0,2021,"Производство строительных металлических конструкций, изделий и их частей",16 - Частная собственность,Ликвидировано вследствие банкротства (12.11.2021).,0.5941,-0.6314,0.1166,0.6277,0.2,0.1,-0.0663,-9.9605,-0.1721,-4.9402,0
12239,"СРЗ, АО",2017,1026300899470.0,32.0,2021,"Производство строительных металлических конструкций, изделий и их частей",16 - Частная собственность,Ликвидировано вследствие банкротства (12.11.2021).,0.5862,-0.6534,0.1141,0.6192,0.2,0.1,-0.0338,0.7678,-0.0094,-2.3633,0
12240,"СРЗ, АО",2018,1026300899470.0,32.0,2021,"Производство строительных металлических конструкций, изделий и их частей",16 - Частная собственность,Ликвидировано вследствие банкротства (12.11.2021).,0.5674,-0.7338,0.0875,0.5895,0.2,0.1,0.0723,-3.4532,-0.0524,9.3684,0
12241,"СРЗ, АО",2019,1026300899470.0,32.0,2021,"Производство строительных металлических конструкций, изделий и их частей",16 - Частная собственность,Ликвидировано вследствие банкротства (12.11.2021).,0.5943,-0.674,,0.6111,,,0.0744,1.4555,,1.4761,0
12242,"СРЗ, АО",2020,1026300899470.0,32.0,2021,"Производство строительных металлических конструкций, изделий и их частей",16 - Частная собственность,Ликвидировано вследствие банкротства (12.11.2021).,0.5522,-0.7982,,0.5691,,,-0.0236,-0.3083,,2.0141,1
10926,"СВ-ПОВОЛЖСКОЕ, ЗАО",2016,1026301980814.0,23.0,2021,Разведение свиней,16 - Частная собственность,Ликвидировано вследствие банкротства (22.12.2021).,0.4577,-3.4526,0.0027,0.4601,0.0,0.0,0.0064,-0.0129,-0.6024,-1.8766,0
10927,"СВ-ПОВОЛЖСКОЕ, ЗАО",2017,1026301980814.0,23.0,2021,Разведение свиней,16 - Частная собственность,Ликвидировано вследствие банкротства (22.12.2021).,0.0592,-39.9545,0.0032,0.0618,0.0,0.0,-0.1011,0.1585,-0.517,-1.4628,0
