№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
710;1196313069083;26.08.2019;6;01.07.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;9;15;32;22;;Ликвидировано (01.07.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";45 528 000;87 719 000;131 200 000;100 898 000;;11 570 000;31 953 000;17 370 000;5 480 000;;3 133 000;20 692 000;9 973 000;1 076 000;;45 320 000;87 719 000;131 200 000;100 898 000;;
711;1147847272495;04.08.2014;11;25.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;357;642;40;21;25;Прекратило деятельность при присоединении (25.04.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";13 363 580 000;17 535 958 000;2 548 669 000;136 267 000;80 092 000;4 593 492 000;4 276 215 000;136 392 000;117 689 000;154 586 000;4 236 689 000;3 624 163 000;124 460 000;101 916 000;137 207 000;12 306 425 000;16 496 233 000;2 500 857 000;103 529 000;75 560 000;4 059 000
712;1166313138640;03.10.2016;9;11.10.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;17;19;19;;;Ликвидировано (11.10.2023).;;125 741 000;148 846 000;102 114 000;;;43 353 000;36 607 000;27 377 000;;;30 989 000;15 401 000;6 040 000;;;124 391 000;147 430 000;101 795 000;;;
713;1192724001920;28.01.2019;6;05.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;18;19;5;;;Ликвидировано (05.03.2025).;;1 801 223 000;2 361 738 000;615 571 000;;;313 701 000;426 832 000;191 161 000;84 298 000;10 000;262 002 000;330 557 000;94 769 000;2 581 000;;1 800 446 000;2 360 384 000;614 827 000;;;
714;1176196048060;10.10.2017;8;25.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;299;297;95;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (25.07.2025).;"""Перечень работодателей, деятельность которых отнесена к категории высокого риска""";1 791 956 000;2 130 468 000;670 432 000;;;462 169 000;652 770 000;375 667 000;;;456 928 000;427 696 000;138 937 000;;;1 791 437 000;2 129 892 000;669 901 000;;;
715;1116312008780;14.10.2011;14;21.02.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;36;28;15;;;Ликвидировано (21.02.2023).;;176 928 000;162 418 000;86 310 000;;;26 167 000;36 364 000;366 000;;;15 201 000;13 343 000;7 000;;;175 341 000;161 151 000;85 312 000;;;
716;1171690081771;14.08.2017;8;29.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;53;20;2;;;Ликвидировано вследствие банкротства (29.01.2024).;;186 346 000;111 181 000;;;;156 305 000;52 518 000;;;;152 458 000;47 777 000;;;;186 346 000;110 906 000;;;;
717;1197746491250;05.08.2019;6;20.10.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;144;79;23;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (20.10.2023).;;103 124 000;89 196 000;19 748 000;;;24 410 000;27 872 000;7 966 000;;;21 864 000;23 611 000;3 165 000;;;103 122 000;89 196 000;19 748 000;;;
718;1187746412809;17.04.2018;7;17.11.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;90;111;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (17.11.2023).;;162 675 000;218 353 000;;;;27 749 000;41 584 000;;;;20 569 000;29 673 000;;;;162 675 000;218 349 000;;;;
719;1137415004022;21.10.2013;11;03.11.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;7;15;15;;;Прекратило деятельность при присоединении (03.11.2022).;;284 309 000;343 692 000;;;;129 155 000;211 006 000;;;;67 119 000;123 043 000;;;;278 777 000;334 743 000;;;;
720;5147746142440;25.09.2014;11;03.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;669;360;1;1;;Прекратило деятельность при присоединении (03.04.2025).;;1 617 383 000;2 136 440 000;600 087 000;;;5 770 552 000;6 106 086 000;5 753 611 000;;;5 549 516 000;6 164 766 000;5 999 475 000;;;1 607 238 000;2 023 311 000;487 737 000;;;
721;1187746900967;29.10.2018;6;20.02.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;83;43;2;;;Ликвидировано (20.02.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";293 099 000;175 156 000;36 108 000;10 845 000;;326 817 000;182 380 000;101 482 000;285 000;;416 340 000;316 525 000;158 970 000;285 000;;28 557 000;172 580 000;36 026 000;10 845 000;;
722;1171832009800;20.04.2017;8;25.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;15;6;1;;Ликвидировано вследствие банкротства (25.12.2024).;;51 568 000;40 079 000;21 402 000;96 712 000;;9 240 000;4 734 000;484 000;484 000;;22 174 000;23 486 000;18 641 000;17 141 000;;26 197 000;21 212 000;7 916 000;;;
723;1177746882081;17.08.2017;8;28.06.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;23;24;;;Ликвидировано (28.06.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";82 834 000;106 968 000;154 097 000;;;24 798 000;14 516 000;1 390 000;;;15 048 000;1 550 000;571 000;;;82 833 000;106 968 000;154 097 000;;;
724;1156313007201;21.04.2015;10;20.02.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;26;23;6;;;Ликвидировано (20.02.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";145 922 000;151 806 000;;;;225 847 000;100 657 000;;;;229 747 000;203 972 000;;;;47 039 000;90 634 000;;;;
725;1152543007693;23.04.2015;10;31.05.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;68;24;;;;Ликвидировано (31.05.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";423 102 000;423 102 000;4 846 000;0;;242 180 000;39 262 000;535 000;;;226 813 000;132 042 000;119 000;;;419 635 000;136 325 000;;;;
