№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
769;1207800014091;05.02.2020;5;20.12.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;17;21;13;;;Ликвидировано (20.12.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";49 142 000;112 299 000;119 930 000;;;28 331 000;18 268 000;26 115 000;;;16 983 000;17 627 000;25 046 000;;;47 762 000;109 215 000;116 915 000;;;
770;1157847404109;26.11.2015;9;12.07.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;42;37;1;1;;Ликвидировано вследствие банкротства (12.07.2024).;;170 314 000;11 615 000;850 000;15 200 000;;103 903 000;11 000;27 756 000;47 000;;204 716 000;500 000;3 338 000;150 807 000;;170 314 000;11 615 000;850 000;;;
771;1177746156675;16.02.2017;8;28.06.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;22;24;;;;Прекратило деятельность при присоединении (28.06.2022).;;93 784 000;113 544 000;;;;41 433 000;24 164 000;;;;15 870 000;3 479 000;;;;93 476 000;111 127 000;;;;
772;1162468114159;28.10.2016;8;14.03.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;22;18;1;;Ликвидировано (14.03.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";241 035 000;283 459 000;283 747 000;3 019 000;;69 591 000;99 043 000;92 380 000;;;67 074 000;92 447 000;82 186 000;;;238 081 000;278 488 000;270 611 000;3 019 000;;
773;1155043003631;24.12.2015;9;29.07.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;45;18;;;;Ликвидировано (29.07.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";111 848 000;44 656 000;;;;18 018 000;251 000;;;;6 443 000;211 000;;;;111 229 000;44 656 000;;;;
774;1187746459196;04.05.2018;7;20.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;14;19;26;28;9;Прекратило деятельность при присоединении (20.12.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";76 798 000;196 832 000;555 550 000;238 653 000;;64 151 000;80 497 000;219 247 000;219 900 000;;59 336 000;40 128 000;76 507 000;75 030 000;;70 817 000;189 935 000;542 171 000;236 217 000;;
775;1197847029181;11.02.2019;6;04.10.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;29;25;7;;;Ликвидировано (04.10.2023).;;18 082 000;12 630 000;5 374 000;;;9 908 000;5 960 000;4 167 000;;;7 803 000;2 964 000;675 000;;;18 082 000;12 630 000;5 374 000;;;
776;1207600006052;27.03.2020;5;04.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;1;90;161;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (04.10.2024).;;5 625 000;1 353 034 000;1 649 038 000;;;8 543 000;430 520 000;772 361 000;;;8 497 000;428 328 000;767 516 000;;;5 625 000;1 329 806 000;1 645 244 000;;;
777;5157746204094;23.12.2015;9;28.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;97;89;88;72;67;Ликвидировано (28.08.2025).;;119 452 000;117 299 000;147 044 000;134 741 000;131 344 000;23 028 000;19 803 000;16 056 000;30 806 000;31 583 000;17 729 000;10 684 000;15 472 000;13 575 000;13 754 000;119 452 000;117 160 000;146 967 000;134 507 000;131 344 000;598 000
778;1187847337094;21.11.2018;6;24.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;73;82;81;21;;Ликвидировано (24.01.2024).;;109 748 000;177 528 000;186 066 000;;;23 732 000;32 016 000;33 378 000;;;19 066 000;16 793 000;5 452 000;;;108 416 000;175 411 000;176 814 000;;;
779;1195074008964;09.08.2019;6;21.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;37;34;35;35;Прекратило деятельность при присоединении (21.05.2025).;;81 587 000;107 883 000;167 888 000;77 145 000;78 406 000;24 937 000;53 713 000;132 993 000;132 508 000;27 031 000;24 457 000;34 668 000;28 261 000;17 718 000;23 493 000;61 660 000;100 780 000;166 336 000;76 480 000;78 057 000;1 748 000
780;1207700335281;14.09.2020;5;14.10.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;7;20;21;9;Ликвидировано (14.10.2025).;"""Реестр субъектов малого и среднего предпринимательства (Дата включения 10.10.2020, Категория: Малое предприятие)""";;231 429 000;733 713 000;654 757 000;114 682 000;207 000;60 673 000;214 549 000;207 733 000;164 471 000;200 000;57 445 000;204 823 000;197 987 000;165 445 000;;231 429 000;726 949 000;653 828 000;63 676 000;-10 721 000
781;1115038003310;25.05.2011;14;16.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;16;17;16;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных подпунктом «г» пункта 5 статьи 21.1 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (16.04.2025).;;0;417 576 000;2 068 510 000;1 087 741 000;;4 000;57 033 000;709 414 000;679 031 000;;59 000;55 604 000;688 749 000;683 076 000;;;417 576 000;2 067 734 000;1 087 741 000;;
782;1137746209006;12.03.2013;12;12.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;18;17;9;3;;Прекратило деятельность при присоединении (12.09.2024).;;632 540 000;833 235 000;200 622 000;17 798 000;;257 125 000;352 514 000;236 992 000;218 422 000;;92 191 000;131 774 000;8 503 000;3 147 000;;615 788 000;816 153 000;164 055 000;;;
783;1167847314887;03.08.2016;9;08.11.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;54;53;55;47;36;Прекратило деятельность при присоединении (08.11.2024).;"""Реестр аккредитованных организаций, осуществляющих деятельность в области информационных технологий""";29 688 000;69 989 000;73 200 000;69 300 000;;662 000;6 274 000;15 677 000;19 750 000;;12 859 000;6 016 000;5 153 000;5 966 000;;29 688 000;69 989 000;73 200 000;69 300 000;;
784;1107746238797;30.03.2010;15;10.11.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;86;107;68;16;;Прекратило деятельность при присоединении (10.11.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";838 333 000;716 873 000;1 755 997 000;;;526 582 000;695 559 000;642 391 000;;;245 705 000;530 187 000;196 328 000;;;831 305 000;698 606 000;1 300 468 000;;;
785;1137746935468;11.10.2013;12;29.11.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;12;14;16;17;;Ликвидировано (29.11.2024).;;264 364 000;378 963 000;362 714 000;519 977 000;;106 625 000;179 470 000;191 154 000;201 061 000;;52 952 000;112 466 000;129 431 000;109 140 000;;258 100 000;373 813 000;355 306 000;514 325 000;;
